exact_source_key,left_concurrency,right_concurrency,left_record_count,right_record_count,left_source_trace_id,left_source_outer_idx,left_source_inner_idx,left_source_outer_idx_exact_key_normalized,left_source_inner_idx_exact_key_normalized,left_source_request_index,left_source_conversation_path,right_source_conversation_path,left_source_branch_type,right_source_branch_type,left_turn_index,right_turn_index,source_path_validation,turn_index_validation,match_validation_status,left_benchmark_phase,right_benchmark_phase,left_input_sequence_length,right_input_sequence_length,left_source_input_tokens,right_source_input_tokens,left_output_tokens,right_output_tokens,same_output_length,left_ttft_ms,right_ttft_ms,ttft_ratio_right_over_left,left_itl_ms,right_itl_ms,itl_ratio_right_over_left,left_decode_tps,right_decode_tps,decode_tps_ratio_right_over_left,left_e2e_ms,right_e2e_ms,e2e_ratio_right_over_left,strict_ttft_subset,strict_decode_subset,matching_method
07dd40536557a1d6440a923557c3129dc929|9|27,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,27.0,9.0,27.0,67.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,27.0,27.0,match,match,high_confidence_exact,profiling,profiling,92953.0,92952.0,92864.0,92864.0,133.0,133.0,True,4635.255572,2381.091974,0.5136916264948508,10.437872553030303,12.502034265151515,1.197756937693395,95.80496359956818,79.98698282146172,0.8348939325918416,6013.054749,4031.3604969999997,0.6704346900667143,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|28,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,28.0,9.0,28.0,68.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,28.0,28.0,match,match,high_confidence_exact,profiling,profiling,93982.0,93981.0,93888.0,93888.0,111.0,111.0,True,2055.366176,52534.952103999996,25.5598991155141,12.371056718181817,11.039808681818181,0.8923901113146548,80.83383843275845,90.58127987733451,1.1205861509680064,3416.1824149999998,53749.331059,15.733741507184709,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|29,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,29.0,9.0,29.0,69.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,29.0,29.0,match,match,high_confidence_exact,profiling,profiling,95202.0,95201.0,95104.0,95104.0,159.0,159.0,True,967.067719,1274.962184,1.318379425712172,11.035392816455696,13.838129911392405,1.2539771027232796,90.61752641091539,72.2640997304656,0.7974627270532181,2710.659784,3461.3867099999998,1.2769535780296948,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|3,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,3.0,9.0,3.0,43.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,3.0,3.0,match,match,high_confidence_exact,profiling,profiling,46352.0,46351.0,46336.0,46336.0,141.0,141.0,True,987.136259,1265.64005,1.282133077840878,11.031113935714286,10.208111357142856,0.9253926137135725,90.65267622360462,97.96131380368186,1.0806224138606753,2531.49221,2694.77564,1.0645008621219498,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|30,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,30.0,9.0,30.0,70.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,30.0,30.0,match,match,high_confidence_exact,profiling,profiling,95334.0,95333.0,95232.0,95232.0,122.0,122.0,True,1042.775776,42717.186537999994,40.96488192491345,12.158306231404957,11.005659090909091,0.9051967339399156,82.24829848560614,90.86234561145196,1.1047322228477872,2513.93083,44048.871287999995,17.521910611995636,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|31,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,31.0,9.0,31.0,71.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,31.0,31.0,match,match,high_confidence_exact,profiling,profiling,95850.0,95849.0,95744.0,95744.0,112.0,112.0,True,2816.6328909999997,1601.529886,0.5685973103265874,15.881153,15.656019036036037,0.9858238275291497,62.967720290837825,63.873197758527446,1.0143800262024314,4579.440874,3339.347999,0.7292043048223009,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|32,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,32.0,9.0,32.0,72.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,32.0,32.0,match,match,high_confidence_exact,profiling,profiling,96493.0,96492.0,96384.0,96384.0,84.0,84.0,True,945.422968,1444.158884,1.5275267609111016,10.852666710843373,10.863509048192771,1.0009990482190487,92.14325166743178,92.05128799210212,0.9990019488821429,1846.194305,2345.8301349999997,1.2706301436673535,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|33,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,33.0,9.0,33.0,73.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,33.0,33.0,match,match,high_confidence_exact,profiling,profiling,97072.0,97071.0,96960.0,96960.0,267.0,267.0,True,2378.8987779999998,20236.937723,8.506851115377723,12.455516545112781,11.28104454887218,0.9057066808922161,80.28571086378379,88.6442736457392,1.1041102170240096,5692.0661789999995,23237.695572999997,4.082471082070671,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|34,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,34.0,9.0,34.0,74.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,34.0,34.0,match,match,high_confidence_exact,profiling,profiling,98034.0,98033.0,97920.0,97920.0,198.0,198.0,True,1228.635644,2660.974885,2.1657965874543685,11.687035385786801,10.41369412182741,0.8910466836176464,85.56489879513421,96.02740279301756,1.1222756544471986,3530.9816149999997,4712.472627,1.3346069565983851,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|35,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,35.0,9.0,35.0,75.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,35.0,35.0,match,match,high_confidence_exact,profiling,profiling,98294.0,98293.0,98176.0,98176.0,140.0,140.0,True,1080.569611,1449.718312,1.3416241741782613,10.659074273381295,10.799649460431654,1.0131883110526225,93.8167775504934,92.59559800194022,0.9869833564908375,2562.180935,2950.8695869999997,1.151702265320306,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|36,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,36.0,9.0,36.0,76.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,36.0,36.0,match,match,high_confidence_exact,profiling,profiling,98809.0,98808.0,98688.0,98688.0,104.0,104.0,True,2186.22357,1500.144249,0.6861806219571587,10.810326155339805,11.39933090291262,1.0544853817645339,92.50414701928729,87.72444703263172,0.94832988421958,3299.687164,2674.2753319999997,0.8104632951804275,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|37,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,37.0,9.0,37.0,77.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,37.0,37.0,match,match,high_confidence_exact,profiling,profiling,99197.0,99196.0,99072.0,99072.0,214.0,214.0,True,987.949994,1746.420185,1.7677212365062276,10.599039938967136,11.396383502347417,1.0752279044113104,94.34816792448551,87.74713485150977,0.9300353868210872,3245.545501,4173.849870999999,1.286024142848706,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|38,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,38.0,9.0,38.0,78.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,38.0,38.0,match,match,high_confidence_exact,profiling,profiling,99585.0,99584.0,99456.0,99456.0,138.0,138.0,True,973.61777,1344.847057,1.3812885286594554,11.880877350364962,14.779277905109488,1.243955094331101,84.16886821656159,67.66230437105999,0.8038875394756269,2601.297967,3369.60813,1.2953564615614064,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|39,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,39.0,9.0,39.0,79.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,39.0,39.0,match,match,high_confidence_exact,profiling,profiling,99909.0,99908.0,99776.0,99776.0,317.0,317.0,True,1477.739748,13604.094884999999,9.206015405224113,10.600030439873418,13.36835583227848,1.2611620228930325,94.33935172849765,74.8035145492953,0.7929195312320443,4827.349367,17828.495328,3.69322664936507,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|4,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,4.0,9.0,4.0,44.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,4.0,4.0,match,match,high_confidence_exact,profiling,profiling,47637.0,47636.0,47616.0,47616.0,219.0,219.0,True,829.389859,944.848625,1.1392092810722443,10.758505573394496,10.343344660550457,0.9614109125090086,92.94971250216888,96.68052576977374,1.040137975332821,3174.7440739999997,3199.697761,1.0078600625494074,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|40,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,40.0,9.0,40.0,80.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,40.0,40.0,match,match,high_confidence_exact,profiling,profiling,100360.0,100359.0,100224.0,100224.0,126.0,126.0,True,1652.92812,23390.600327,14.151008772843673,10.74359436,10.802637679999998,1.0054956765884446,93.07871895491036,92.56998425962206,0.9945343607969643,2995.877415,24740.930037,8.258325228237016,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|41,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,41.0,9.0,41.0,81.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,41.0,41.0,match,match,high_confidence_exact,profiling,profiling,100491.0,100490.0,100352.0,100352.0,71.0,71.0,True,1014.6874439999999,1586.8743459999998,1.563904584986665,12.472625857142855,10.82343382857143,0.867775074193622,80.17557902030048,92.39212026780494,1.1523723482484765,1887.771254,2344.514714,1.2419485194682385,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|42,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,42.0,9.0,42.0,82.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,42.0,42.0,match,match,high_confidence_exact,profiling,profiling,102414.0,102413.0,102272.0,102272.0,165.0,165.0,True,1091.6998529999998,1500.8065749999998,1.3747428570918752,11.133724713414633,10.220093957317072,0.9179402419572347,89.81720185654808,97.84645857233538,1.0893955339269115,2917.630706,3176.9019839999996,1.08886363769987,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|43,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,43.0,9.0,43.0,83.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,43.0,43.0,match,match,high_confidence_exact,profiling,profiling,102738.0,102737.0,102592.0,102592.0,85.0,85.0,True,1479.390613,10599.133296,7.164526530627648,12.011275988095239,10.637417047619047,0.8856192346393617,83.25510137233813,94.00778361170187,1.1291534339892877,2488.337796,11492.676328,4.618615827189727,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|44,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,44.0,9.0,44.0,84.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,44.0,44.0,match,match,high_confidence_exact,profiling,profiling,103254.0,103253.0,103104.0,103104.0,129.0,129.0,True,993.3277039999999,1267.504152,1.2760181226154548,12.0220708046875,10.4063319453125,0.8656022838640236,83.18034523720257,96.0953393813703,1.1552649740433087,2532.152767,2599.5146409999998,1.0266026105841188,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|45,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,45.0,9.0,45.0,85.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,45.0,45.0,match,match,high_confidence_exact,profiling,profiling,103450.0,103449.0,103296.0,103296.0,113.0,113.0,True,9029.269317,2242.04081,0.2483081112420428,11.827185205357143,10.549754678571428,0.8919920078526292,84.55097156566453,94.78893400537468,1.1210862778999422,10353.91406,3423.6133339999997,0.330658851730898,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|46,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,46.0,9.0,46.0,86.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,46.0,46.0,match,match,high_confidence_exact,profiling,profiling,104030.0,104029.0,103872.0,103872.0,135.0,135.0,True,1025.6908859999999,28253.381309999997,27.545707674348975,11.853458164179104,10.736799723880596,0.9057947119876775,84.36356598633625,93.13762254275993,1.1040029123217094,2614.05428,29692.112472999997,11.358644195024137,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|47,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,47.0,9.0,47.0,87.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,47.0,47.0,match,match,high_confidence_exact,profiling,profiling,104673.0,104672.0,104512.0,104512.0,152.0,152.0,True,996.9804919999999,13241.221446,13.281324511613413,11.988170589403973,10.762461543046356,0.8977567897272843,83.41556307881318,92.91554687562174,1.1138874263527148,2807.194251,14866.353138999999,5.295804924687415,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|48,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,48.0,9.0,48.0,88.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,48.0,48.0,match,match,high_confidence_exact,profiling,profiling,105380.0,105379.0,105216.0,105216.0,151.0,151.0,True,1458.344441,81580.006949,55.94015011505777,11.829374033333332,10.84178238,0.9165136168194147,84.53532682136483,92.2357565343421,1.0910912632922019,3232.7505459999998,83206.27430599999,25.73853847428907,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|49,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,49.0,9.0,49.0,89.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,49.0,49.0,match,match,high_confidence_exact,profiling,profiling,106215.0,106214.0,106048.0,106048.0,235.0,235.0,True,1129.9582329999998,12254.947118,10.84548681544055,10.575648346153846,9.928084688034188,0.9387684199659339,94.55685053708127,100.72436239441518,1.0652254365738976,3604.6599459999998,14578.118934999999,4.044242495377953,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|5,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,5.0,9.0,5.0,45.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,5.0,5.0,match,match,high_confidence_exact,profiling,profiling,51989.0,51988.0,51968.0,51968.0,222.0,222.0,True,766.5245639999999,942.0543889999999,1.22899439006106,10.291791438914027,10.260714425339367,0.9969804077590267,97.16481391363274,97.45910065779124,1.0030287377941163,3041.010472,3209.6722769999997,1.0554624216368038,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|50,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,50.0,9.0,50.0,90.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,50.0,50.0,match,match,high_confidence_exact,profiling,profiling,106731.0,106730.0,106560.0,106560.0,245.0,245.0,True,1643.802692,26827.843273,16.320598210213905,11.370094331967211,9.787228155737704,0.8607868914702623,87.95001789813504,102.17397449897558,1.1617277283253646,4418.1057089999995,29215.926943,6.612772275567117,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|51,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,51.0,9.0,51.0,91.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,51.0,51.0,match,match,high_confidence_exact,profiling,profiling,107119.0,107118.0,106944.0,106944.0,132.0,132.0,True,1017.2072009999999,6335.93077,6.228751392804975,10.920916801526717,10.792811633587787,0.9882697423424175,91.56740392530071,92.6542622950954,1.0118694898315708,2447.8473019999997,7749.789094,3.1659610007814125,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|52,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,52.0,9.0,52.0,92.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,52.0,52.0,match,match,high_confidence_exact,profiling,profiling,107314.0,107313.0,107136.0,107136.0,582.0,582.0,True,1085.046216,3094.781146,2.852211362396014,11.645711624784854,10.689072881239243,0.9178548486887091,85.8685181480676,93.55348317955004,1.0894968866032002,7851.20467,9305.13249,1.1851853162808963,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|53,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,53.0,9.0,53.0,93.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,53.0,53.0,match,match,high_confidence_exact,profiling,profiling,108277.0,108276.0,108096.0,108096.0,111.0,111.0,True,1505.406914,7232.533393,4.804371047946443,10.928482981818181,10.859726436363635,0.99370850047816,91.50400853107512,92.08335088916371,1.0063313331010175,2707.540042,8427.103301,3.1124574965750402,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|54,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,54.0,9.0,54.0,94.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,54.0,54.0,match,match,high_confidence_exact,profiling,profiling,108794.0,108793.0,108608.0,108608.0,197.0,197.0,True,1551.847601,1416.8750699999998,0.9130246224480905,12.335711530612244,10.739016780612245,0.8705632223939698,81.06544948934682,93.1183943957846,1.1486816514601788,3969.6470609999997,3521.722359,0.8871625877270907,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|55,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,55.0,9.0,55.0,95.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,55.0,55.0,match,match,high_confidence_exact,profiling,profiling,109054.0,109053.0,108864.0,108864.0,159.0,159.0,True,985.314496,16123.621921,16.363934547249368,10.393504810126581,10.871928632911391,1.046031038761696,96.21393536333208,91.98000039963564,0.955994576589058,2627.488256,17841.386645,6.7902821655846815,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|56,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,56.0,9.0,56.0,96.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,56.0,56.0,match,match,high_confidence_exact,profiling,profiling,109890.0,109889.0,109696.0,109696.0,395.0,395.0,True,965.4369939999999,1824.1611309999998,1.8894667827489529,10.519436304568528,10.742952172588833,1.0212478940457326,95.06212795506029,93.08428297312436,0.9791941856922145,5110.094897999999,6056.884287,1.1852782400128337,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|57,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,57.0,9.0,57.0,97.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,57.0,57.0,match,match,high_confidence_exact,profiling,profiling,110597.0,110596.0,110400.0,110400.0,213.0,213.0,True,1112.604232,110234.664873,99.07805642159377,10.651751773584905,11.086685155660378,1.0408320989186075,93.88127148061061,90.19828613870608,0.9607697543522813,3370.775608,112585.042126,33.400337257335465,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|58,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,58.0,9.0,58.0,98.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,58.0,58.0,match,match,high_confidence_exact,profiling,profiling,110921.0,110920.0,110720.0,110720.0,123.0,123.0,True,2721.564782,7240.295150999999,2.6603427553465453,11.103527459016393,12.042204762295082,1.0845386573540154,90.06146953668949,83.0412719048811,0.9220510428274937,4076.195132,8709.444131999999,2.136660255449223,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|59,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,59.0,9.0,59.0,99.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,59.0,59.0,match,match,high_confidence_exact,profiling,profiling,111115.0,111114.0,110912.0,110912.0,130.0,130.0,True,1007.277984,7307.058577999999,7.25426217396607,10.421547689922479,10.597254666666666,1.016859969552708,95.955037558096,94.36406234017088,0.9834195758929085,2351.657636,8674.10443,3.688506480371023,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|6,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,6.0,9.0,6.0,46.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,6.0,6.0,match,match,high_confidence_exact,profiling,profiling,53145.0,53144.0,53120.0,53120.0,219.0,219.0,True,2978.89506,1458.826763,0.48972076344307347,10.623979,15.783192201834863,1.4856196724254502,94.12669208024602,63.35853908461849,0.6731197887056661,5294.922482,4899.562663,0.9253322743923034,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|60,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,60.0,9.0,60.0,100.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,60.0,60.0,match,match,high_confidence_exact,profiling,profiling,111438.0,111437.0,111232.0,111232.0,128.0,128.0,True,5491.6662,7822.8671269999995,1.4244979286978514,10.897762362204725,12.235981582677164,1.1227976144087715,91.76195688283389,81.72617727830918,0.8906324587504288,6875.682019999999,9376.836787999999,1.3637682430229663,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
07dd40536557a1d6440a923557c3129dc929|9|61,8,12,1,1,07dd40536557a1d6440a923557c3129dc929,9.0,61.0,9.0,61.0,101.0,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,07dd40536557a1d6440a923557c3129dc929::sa:subagent_002_23b2d9e6,subagent,subagent,61.0,61.0,match,match,high_confidence_exact,profiling,profiling,111635.0,111634.0,111424.0,111424.0,1508.0,1508.0,True,2192.895266,1519.743393,0.6930305412041506,10.703328209024551,12.173397819508958,1.1373469617838041,93.42888309795511,82.1463337374394,0.8792391711598804,18322.810877,19865.053906999998,1.0841706570216212,True,True,source_trace_id+source_outer_idx+source_inner_idx; source-key median per concurrency
